Sequence.Name,SYMBOL,Sequence.Description,Enzyme.Code
AT1G08490,ATSUFS,Chloroplastic NifS-like protein that can catalyze the conversion of cysteine into alanine and elemental  sulfur (S(0)) and of selenocysteine into alanine and elemental Se (Se(0)). Overexpression enhances selenium tolerance and accumulation.,EC:4.4.1.16
AT1G08490,ATSUFS,Chloroplastic NifS-like protein that can catalyze the conversion of cysteine into alanine and elemental  sulfur (S(0)) and of selenocysteine into alanine and elemental Se (Se(0)). Overexpression enhances selenium tolerance and accumulation.,EC:2.8.1.7
AT1G08490,CPNIFS,Chloroplastic NifS-like protein that can catalyze the conversion of cysteine into alanine and elemental  sulfur (S(0)) and of selenocysteine into alanine and elemental Se (Se(0)). Overexpression enhances selenium tolerance and accumulation.,EC:4.4.1.16
AT1G08490,CPNIFS,Chloroplastic NifS-like protein that can catalyze the conversion of cysteine into alanine and elemental  sulfur (S(0)) and of selenocysteine into alanine and elemental Se (Se(0)). Overexpression enhances selenium tolerance and accumulation.,EC:2.8.1.7
AT1G08490,SUFS,Chloroplastic NifS-like protein that can catalyze the conversion of cysteine into alanine and elemental  sulfur (S(0)) and of selenocysteine into alanine and elemental Se (Se(0)). Overexpression enhances selenium tolerance and accumulation.,EC:4.4.1.16
AT1G08490,SUFS,Chloroplastic NifS-like protein that can catalyze the conversion of cysteine into alanine and elemental  sulfur (S(0)) and of selenocysteine into alanine and elemental Se (Se(0)). Overexpression enhances selenium tolerance and accumulation.,EC:2.8.1.7
AT1G08510,FATB,"Encodes an acyl-acyl carrier protein thioesterase. Hydrolyzes primarily saturated acyl-ACPs with chain lengths that vary between 8 and 18 carbons. Involved in saturated fatty acid synthesis. Nuclear-encoded, plastid-targeted globular protein that is functional as dimer.",EC:3.1.2
AT1G08510,FATB,"Encodes an acyl-acyl carrier protein thioesterase. Hydrolyzes primarily saturated acyl-ACPs with chain lengths that vary between 8 and 18 carbons. Involved in saturated fatty acid synthesis. Nuclear-encoded, plastid-targeted globular protein that is functional as dimer.",EC:3.1.2.14
AT1G08520,ALB-1V,Encodes the CHLD subunit of the Mg-chelatase enzyme involved in chlorophyll biosynthesis. Lines carrying recessive mutations of this locus are white and seedling lethal.,EC:6.6.1.1
AT1G08520,ALB1,Encodes the CHLD subunit of the Mg-chelatase enzyme involved in chlorophyll biosynthesis. Lines carrying recessive mutations of this locus are white and seedling lethal.,EC:6.6.1.1
AT1G08520,CHLD,Encodes the CHLD subunit of the Mg-chelatase enzyme involved in chlorophyll biosynthesis. Lines carrying recessive mutations of this locus are white and seedling lethal.,EC:6.6.1.1
AT1G08520,PDE166,Encodes the CHLD subunit of the Mg-chelatase enzyme involved in chlorophyll biosynthesis. Lines carrying recessive mutations of this locus are white and seedling lethal.,EC:6.6.1.1
AT1G08520,V157,Encodes the CHLD subunit of the Mg-chelatase enzyme involved in chlorophyll biosynthesis. Lines carrying recessive mutations of this locus are white and seedling lethal.,EC:6.6.1.1
AT1G08550,AVDE1,Violaxanthin deepoxidase involved in xanthophyll cycle.Two major consequences of the npq1 mutation are the absence of zeaxanthin formation in strong light and the partial inhibition of the quenching of singlet excited chlorophylls in the photosystem II light-harvesting complex,EC:1.10.99.3
AT1G08550,NPQ1,Violaxanthin deepoxidase involved in xanthophyll cycle.Two major consequences of the npq1 mutation are the absence of zeaxanthin formation in strong light and the partial inhibition of the quenching of singlet excited chlorophylls in the photosystem II light-harvesting complex,EC:1.10.99.3
AT1G08630,THA1,"Encodes a threonine aldolase, involved in threonine degradation to glycine. Primarily expressed in seeds and seedlings.",EC:4.1.2.5
AT1G08830,AtSOD1,Encodes a cytosolic copper/zinc superoxide dismutase CSD1 that can detoxify superoxide radicals.  Its expression is affected by miR398-directed mRNA cleavage. Regulated by biotic and abiotic stress.,EC:1.15.1.1
AT1G08830,CSD1,Encodes a cytosolic copper/zinc superoxide dismutase CSD1 that can detoxify superoxide radicals.  Its expression is affected by miR398-directed mRNA cleavage. Regulated by biotic and abiotic stress.,EC:1.15.1.1
AT1G08830,SOD1,Encodes a cytosolic copper/zinc superoxide dismutase CSD1 that can detoxify superoxide radicals.  Its expression is affected by miR398-directed mRNA cleavage. Regulated by biotic and abiotic stress.,EC:1.15.1.1
AT1G08840,emb2411,NA,EC:3.6.4.12
AT1G08840,JHS1,NA,EC:3.6.4.12
AT1G09420,G6PD4,"Encodes a protein similar to glucose-6-phosphate dehydrogenase but, based on amino acid differences in the active site and lack of activity, does not encode a functional G6PDH.  The amino acid sequence for the consensus sequence of the G6PDH active site (DHYLGKE) differs in three places in this protein.  gc exon splice site at 20574 is based on protein alignment, and is not confirmed experimentally.",EC:1.1.1.49
AT1G09430,ACLA-3,"Encodes subunit A of the heteromeric enzyme ATP citrate lyase (ACL).  In animals, ACL is encoded by a single gene; ACL in Arabidopsis is composed of two polypeptides, ACLA (encoded by 3 genes) and ACLB (encoded by 2 genes).  The holoenzyme has an A(4)B(4)stoichiometry. Expression of both ACLA and ACLB but not of either of the subunits alone results in ACL activity.",EC:2.3.3.8
AT1G09620,NA,NA,EC:6.1.1.4
AT1G09780,iPGAM1,NA,EC:5.4.2.1
AT1G09795,ATATP-PRT2,"ATP phosphoribosyl transferase, catalyses first step of histidine biosynthesis",EC:2.4.2.17
AT1G09795,ATP-PRT2,"ATP phosphoribosyl transferase, catalyses first step of histidine biosynthesis",EC:2.4.2.17
AT1G09795,HISN1B,"ATP phosphoribosyl transferase, catalyses first step of histidine biosynthesis",EC:2.4.2.17
AT1G09830,PUR2,glycinamide ribonucleotide synthetase (GAR synthetase) that catalyzes the conversion of phosphoribosyl amine to phosphoribosyl glycineamide,EC:6.3.4.13
AT1G09940,HEMA2,Encodes glutamyl-tRNA reductase. Involved in heme biosynthesis in non-photosynthetic tissues and induced by oxidative stress in photosynthetic tissues to supply heme for defensive hemoproteins,EC:1.2.1.70
AT1G10060,ATBCAT-1,encodes a mitochondrial branched-chain amino acid aminotransferase. Complements the yeast leu/iso-leu/val auxotrophy mutant.,EC:2.6.1.42
AT1G10060,BCAT-1,encodes a mitochondrial branched-chain amino acid aminotransferase. Complements the yeast leu/iso-leu/val auxotrophy mutant.,EC:2.6.1.42
AT1G10060,BCAT1,encodes a mitochondrial branched-chain amino acid aminotransferase. Complements the yeast leu/iso-leu/val auxotrophy mutant.,EC:2.6.1.42
AT1G10070,ATBCAT-2,Encodes a chloroplast branched-chain amino acid aminotransferase. Complements the yeast leu/iso-leu/val auxotrophy mutant.,EC:2.6.1.42
AT1G10070,BCAT-2,Encodes a chloroplast branched-chain amino acid aminotransferase. Complements the yeast leu/iso-leu/val auxotrophy mutant.,EC:2.6.1.42
AT1G10070,BCAT2,Encodes a chloroplast branched-chain amino acid aminotransferase. Complements the yeast leu/iso-leu/val auxotrophy mutant.,EC:2.6.1.42
AT1G10210,ATMPK1,Encodes ATMPK1.,EC:2.7.11.24
AT1G10210,MPK1,Encodes ATMPK1.,EC:2.7.11.24
AT1G10430,PP2A-2,"Encodes one of the isoforms of the catalytic subunit of protein phosphatase 2A: AT1G59830/PP2A-1, AT1G10430/PP2A-2, At2g42500/PP2A-3, At3g58500/PP2A-4 [Plant Molecular Biology (1993) 21:475-485 and (1994) 26:523-528; Note that in more recent publications, there is mixed use of gene names for PP2A-3 and PP2A-4 - some refer to At2g42500 as PP2A-3 and some as PP2A-4].",EC:3.1.3.16
AT1G10490,NA,NA,EC:2.3.1
AT1G10520,AtPol{lambda},NA,EC:4.2.99
AT1G10520,AtPol{lambda},NA,EC:2.7.7.7
AT1G10520,Pol{lambda},NA,EC:4.2.99
AT1G10520,Pol{lambda},NA,EC:2.7.7.7
AT1G10670,ACLA-1,"One of the three genes encoding subunit A of the trimeric protein ATP Citrate Lyase.  Antisense ACLA-1 plants cause a reduction in cytosolic acetyl-CoA metabolism and have upregulation of stress-related genes and down-regulation of primary metabolism and growth genes, suggesting the mutation restricts normal growth and developmental processes and puts the plant into a state of stress.",EC:2.3.3.8
AT1G10900,PIP5K7,NA,EC:2.7.1.68
AT1G10930,ATRECQ4A,DNA helicase involved in the maintenance of genome stability by modulation of the DNA damage response and suppression of homologous recombination.,EC:3.6.4.12
AT1G10930,ATSGS1,DNA helicase involved in the maintenance of genome stability by modulation of the DNA damage response and suppression of homologous recombination.,EC:3.6.4.12
AT1G10930,RECQ4A,DNA helicase involved in the maintenance of genome stability by modulation of the DNA damage response and suppression of homologous recombination.,EC:3.6.4.12
AT1G10940,ASK1,Encodes a plant protein kinase similar to the calcium/calmodulin-dependent protein kinase subfamily and the SNF1 kinase subfamily (SnRK2) whose activity is activated by ionic (salt) and non-ionic (mannitol) osmotic stress. Kinase activity of its homolog in tobacco is induced by hyperosmotic condition within 1 minute.,EC:2.7.11.1
AT1G10940,SNRK2-4,Encodes a plant protein kinase similar to the calcium/calmodulin-dependent protein kinase subfamily and the SNF1 kinase subfamily (SnRK2) whose activity is activated by ionic (salt) and non-ionic (mannitol) osmotic stress. Kinase activity of its homolog in tobacco is induced by hyperosmotic condition within 1 minute.,EC:2.7.11.1
AT1G10940,SNRK2.4,Encodes a plant protein kinase similar to the calcium/calmodulin-dependent protein kinase subfamily and the SNF1 kinase subfamily (SnRK2) whose activity is activated by ionic (salt) and non-ionic (mannitol) osmotic stress. Kinase activity of its homolog in tobacco is induced by hyperosmotic condition within 1 minute.,EC:2.7.11.1
AT1G10940,SRK2A,Encodes a plant protein kinase similar to the calcium/calmodulin-dependent protein kinase subfamily and the SNF1 kinase subfamily (SnRK2) whose activity is activated by ionic (salt) and non-ionic (mannitol) osmotic stress. Kinase activity of its homolog in tobacco is induced by hyperosmotic condition within 1 minute.,EC:2.7.11.1
AT1G11590,PMEI-PME19,NA,EC:3.1.1.11
AT1G11600,CYP77B1,member of CYP77B,EC:1.14
AT1G11610,CYP71A18,putative cytochrome P450,EC:1.14
AT1G11680,atCYP51,putative obtusifoliol 14-alpha demethylase involved in sterol biosynthesis.,EC:1.14.13.70
AT1G11680,CYP51,putative obtusifoliol 14-alpha demethylase involved in sterol biosynthesis.,EC:1.14.13.70
AT1G11680,CYP51A2,putative obtusifoliol 14-alpha demethylase involved in sterol biosynthesis.,EC:1.14.13.70
AT1G11680,CYP51G1,putative obtusifoliol 14-alpha demethylase involved in sterol biosynthesis.,EC:1.14.13.70
AT1G11680,EMB1738,putative obtusifoliol 14-alpha demethylase involved in sterol biosynthesis.,EC:1.14.13.70
AT1G11755,LEW1,"Encodes a cis-prenyltransferase, involved in dolichol biosynthesis. Wilted leaves in mutants due to cell membrane lesions. Mutants have increased drought tolerance, but hypersensitve to dark stress.",EC:2.5.1
AT1G11840,ATGLX1,Encodes a glyoxalase I homolog ATGLX1.,EC:4.4.1.5
AT1G11840,AtGLYI3,Encodes a glyoxalase I homolog ATGLX1.,EC:4.4.1.5
AT1G11840,GLX1,Encodes a glyoxalase I homolog ATGLX1.,EC:4.4.1.5
AT1G11860,GLDT,NA,EC:2.1.2.10
AT1G11870,ATSRS,Seryl-tRNA synthetase targeted to chloroplasts and mitochondria. Its inactivation causes developmental arrest of chloroplasts and mitochondria in Nicotiana benthamiana.,EC:6.1.1.11
AT1G11870,OVA7,Seryl-tRNA synthetase targeted to chloroplasts and mitochondria. Its inactivation causes developmental arrest of chloroplasts and mitochondria in Nicotiana benthamiana.,EC:6.1.1.11
AT1G11870,SRS,Seryl-tRNA synthetase targeted to chloroplasts and mitochondria. Its inactivation causes developmental arrest of chloroplasts and mitochondria in Nicotiana benthamiana.,EC:6.1.1.11
AT1G11880,NA,NA,EC:2.4.1
AT1G11920,NA,NA,EC:4.2.2.2
AT1G12000,NA,NA,EC:2.7.1.90
AT1G12010,ACO3,Encodes a protein that appears to have 1-amino-cyclopropane-1-carboxylic acid oxidase activity based on mutant analyses.,EC:1.14.17.4
AT1G12050,AtFAH,NA,EC:3.7.1.2
AT1G12050,FAH,NA,EC:3.7.1.2
AT1G12050,SSCD1,NA,EC:3.7.1.2
AT1G12230,GSM2-LIKE,NA,EC:2.2.1.2
AT1G12240,ATBETAFRUCT4,NA,EC:3.2.1.26
AT1G12240,AtFRUCT4,NA,EC:3.2.1.26
AT1G12240,AtVI2,NA,EC:3.2.1.26
AT1G12240,FRUCT4,NA,EC:3.2.1.26
AT1G12240,VAC-INV,NA,EC:3.2.1.26
AT1G12240,VI2,NA,EC:3.2.1.26
AT1G12240,VIN2,NA,EC:3.2.1.26
AT1G12780,ATUGE1,Encodes a UDP-glucose epimerase that catalyzes the interconversion of the sugar nucleotides UDP-glucose UDP-galactose via a UDP-4-keto-hexose intermediate. Responsive to stress.,EC:5.1.3.2
AT1G12780,UGE1,Encodes a UDP-glucose epimerase that catalyzes the interconversion of the sugar nucleotides UDP-glucose UDP-galactose via a UDP-4-keto-hexose intermediate. Responsive to stress.,EC:5.1.3.2
AT1G12840,ATVHA-C,Encodes subunit C of the vacuolar H(+)-ATPase (V-ATPase).  Bound and phosphorylated by AtWNK8.,EC:3.6.3.14
AT1G12840,DET3,Encodes subunit C of the vacuolar H(+)-ATPase (V-ATPase).  Bound and phosphorylated by AtWNK8.,EC:3.6.3.14
AT1G12900,GAPA-2,NA,EC:1.2.1.13
AT1G12990,NA,NA,EC:2.4.1.144
AT1G13060,PBE1,Encodes 20S proteasome beta subunit PBE1 (PBE1).,EC:3.4.25.1
AT1G13090,CYP71B28,putative cytochrome P450,EC:1.14
AT1G13100,CYP71B29,putative cytochrome P450,EC:1.14
AT1G13280,AOC4,"Encodes allene oxide cyclase.  One of four genes in Arabidopsis that encode this enzyme, which catalyzes an essential step in jasmonic acid biosynthesis. Gene expression is reduced during senescence, a process that involves jasmonic acid signalling pathway.",EC:5.3.99.6
AT1G13440,GAPC-2,NA,EC:1.2.1.12
AT1G13440,GAPC2,NA,EC:1.2.1.12
AT1G13560,AAPT1,Encodes aminoalcoholphosphotransferase AAPT1.,EC:2.7.8.1
AT1G13560,ATAAPT1,Encodes aminoalcoholphosphotransferase AAPT1.,EC:2.7.8.1
AT1G13635,NA,NA,EC:3.2.2.20
AT1G13700,PGL1,NA,EC:3.1.1.31
AT1G13710,CYP78A5,"Encodes the cytochrome P450 CYP78A5 monooxygenase.  Contributes to the generation of a growth-stimulating signal distinct from the classical phytohormones that prevents proliferation arrest, promoting organ growth.",EC:1.14
AT1G13710,KLU,"Encodes the cytochrome P450 CYP78A5 monooxygenase.  Contributes to the generation of a growth-stimulating signal distinct from the classical phytohormones that prevents proliferation arrest, promoting organ growth.",EC:1.14
AT1G14230,NA,NA,EC:3.6.1.5
AT1G14240,APY3,NA,EC:3.6.1.5
AT1G14250,NA,NA,EC:3.6.1.5
AT1G14400,ATUBC1,ubiquitin carrier protein,EC:6.3.2.19
AT1G14400,UBC1,ubiquitin carrier protein,EC:6.3.2.19
AT1G14420,AT59,NA,EC:4.2.2.2
AT1G14520,MIOX1,Encodes MIOX1.  Belongs to  myo-inositol oxygenase gene family.,EC:1.13.99.1
AT1G14540,PER4,NA,EC:1.11.1.7
AT1G14540,PRX4,NA,EC:1.11.1.7
AT1G14550,NA,NA,EC:1.11.1.7
AT1G14610,TWN2,Required for proper proliferation of basal cells.,EC:6.1.1.9
AT1G14610,VALRS,Required for proper proliferation of basal cells.,EC:6.1.1.9
AT1G14700,ATPAP3,NA,EC:3.1.3.2
